model,reduce,dataset,train_time_s,accuracy,f1_score,loss,train_accuracy,train_f1_score,train_loss
lite,mpvS,ArticularyWordRecognition,264,0.9700000286102295,0.9699999690055847,0.12150726467370987,1.0,1.0,0.0005452075856737792
lite,mpvS,AtrialFibrillation,248,0.13333334028720856,0.13333329558372498,7.6275248527526855,1.0,1.0,0.02288583666086197
lite,mpvS,BasicMotions,159,0.925000011920929,0.9249999523162842,0.18621976673603058,1.0,1.0,0.0004154628259129822
lite,mpvS,Cricket,244,0.9861111044883728,0.986111044883728,0.052953362464904785,1.0,1.0,1.546405997032707e-06
lite,mpvS,DuckDuckGeese,933,0.4399999976158142,0.43999993801116943,2.177780866622925,1.0,1.0,7.591150733787799e-06
lite,mpvS,EigenWorms,1824,0.9160305261611938,0.9160304665565491,0.757492184638977,1.0,1.0,0.00019386105122976005
lite,mpvS,Epilepsy,204,0.97826087474823,0.9782608151435852,0.11345303803682327,1.0,1.0,4.788113437825814e-05
lite,mpvS,EthanolConcentration,400,0.42585551738739014,0.42585548758506775,1.6907151937484741,0.954023003578186,0.9540229439735413,0.3084518015384674
lite,mpvS,ERing,155,0.885185182094574,0.8851851224899292,0.286784827709198,1.0,1.0,0.00026121988776139915
lite,mpvS,FaceDetection,2400,0.6200340390205383,0.6200339794158936,3.778266668319702,1.0,1.0,3.3074866223614663e-06
lite,mpvS,FingerMovements,265,0.5400000214576721,0.5399999618530273,3.2313992977142334,1.0,1.0,0.002533620921894908
lite,mpvS,HandMovementDirection,237,0.29729729890823364,0.29729723930358887,3.7260775566101074,1.0,1.0,0.0002631936804391444
lite,mpvS,Handwriting,198,0.5647059082984924,0.5647058486938477,2.4075257778167725,1.0,1.0,0.0060269818641245365
lite,mpvS,Heartbeat,316,0.6487804651260376,0.6487804055213928,2.3170342445373535,1.0,1.0,5.472453722177306e-06
lite,mpvS,Libras,189,0.8111110925674438,0.8111110329627991,0.6703619956970215,1.0,1.0,0.04226432368159294
lite,mpvS,LSST,765,0.5831305980682373,0.5831305384635925,1.472307801246643,0.8108987212181091,0.8108986616134644,0.5672720670700073
lite,mpvS,MotorImagery,1323,0.49000000953674316,0.4899999499320984,3.6265869140625,1.0,1.0,1.741528103593737e-05
lite,mpvS,NATOPS,214,0.8666666746139526,0.8666666150093079,0.6632592082023621,1.0,1.0,0.0012817009119316936
lite,mpvS,PenDigits,2066,0.9779874086380005,0.9779873490333557,0.13577060401439667,0.9998665452003479,0.9998664855957031,0.0006336678052321076
lite,mpvS,PEMS-SF,1542,0.6936416029930115,0.6936415433883667,1.5041471719741821,1.0,1.0,2.9467457807186292e-08
lite,mpvS,PhonemeSpectra,1362,0.25857439637184143,0.25857433676719666,2.5884547233581543,0.4606334865093231,0.46063342690467834,1.759353756904602
lite,mpvS,RacketSports,185,0.8223684430122375,0.8223683834075928,0.4943142533302307,1.0,1.0,0.06472460925579071
lite,mpvS,SelfRegulationSCP1,300,0.80887371301651,0.8088736534118652,0.9896473288536072,1.0,1.0,0.0005897062364965677
lite,mpvS,SelfRegulationSCP2,290,0.5222222208976746,0.5222221612930298,2.371339797973633,1.0,1.0,0.0012608049437403679
lite,mpvS,StandWalkJump,230,0.4000000059604645,0.3999999761581421,2.1230807304382324,0.75,0.7499999403953552,0.475320965051651
lite,mpvS,UWaveGestureLibrary,203,0.909375011920929,0.9093749523162842,0.6521958112716675,1.0,1.0,6.736929208273068e-05
